,DISTRICT_id,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N),COUNTY,REGION,DISTRICT,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,ASVAB_STATUS
903,182901,H,Rural,43,Rural-Remote,N,'182,'11,'182901,GORDON ISD,PALO PINTO,N,N, 
904,182902,H,Rural,43,Rural-Remote,N,'182,'11,'182902,GRAFORD ISD,PALO PINTO,N,N, 
905,182903,E,Independent Town,32,Town-Distant,N,'182,'11,'182903,MINERAL WELLS ISD,PALO PINTO,N,N, 
906,182904,H,Rural,43,Rural-Remote,N,'182,'11,'182904,SANTO ISD,PALO PINTO,N,N, 
907,182905,H,Rural,43,Rural-Remote,N,'182,'11,'182905,STRAWN ISD,PALO PINTO,N,N, 
908,182906,H,Rural,42,Rural-Distant,N,'182,'11,'182906,PALO PINTO ISD,PALO PINTO,N,N, 
909,183801,I,Charter Schools,32,Town-Distant,Y,'183,'07,'183801,PANOLA CHARTER SCHOOL,PANOLA,Y,N, 
910,183901,H,Rural,42,Rural-Distant,N,'183,'07,'183901,BECKVILLE ISD,PANOLA,N,N, 
911,183902,G,Non-metropolitan Stable,32,Town-Distant,N,'183,'07,'183902,CARTHAGE ISD,PANOLA,N,N, 
912,183904,H,Rural,42,Rural-Distant,N,'183,'07,'183904,GARY ISD,PANOLA,N,N, 
913,184801,I,Charter Schools,41,Rural-Fringe,Y,'184,'11,'184801,CROSSTIMBERS ACADEMY,PARKER,Y,Y, 
914,184901,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'184,'11,'184901,POOLVILLE ISD,PARKER,N,N, 
915,184902,D,Other Central City Suburban,31,Town-Fringe,N,'184,'11,'184902,SPRINGTOWN ISD,PARKER,N,N, 
916,184903,C,Other Central City,31,Town-Fringe,N,'184,'11,'184903,WEATHERFORD ISD,PARKER,N,N, 
917,184904,D,Other Central City Suburban,42,Rural-Distant,N,'184,'11,'184904,MILLSAP ISD,PARKER,N,N, 
918,184907,B,Major Suburban,41,Rural-Fringe,N,'184,'11,'184907,ALEDO ISD,PARKER,N,N, 
919,184908,D,Other Central City Suburban,42,Rural-Distant,N,'184,'11,'184908,PEASTER ISD,PARKER,N,N, 
920,184909,D,Other Central City Suburban,42,Rural-Distant,N,'184,'11,'184909,BROCK ISD,PARKER,N,N, 
921,184911,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'184,'11,'184911,GARNER ISD,PARKER,N,N,ASVAB Test not Offered
922,185901,H,Rural,43,Rural-Remote,N,'185,'16,'185901,BOVINA ISD,PARMER,N,N, 
923,185902,H,Rural,42,Rural-Distant,N,'185,'16,'185902,FARWELL ISD,PARMER,N,N, 
924,185903,G,Non-metropolitan Stable,33,Town-Remote,N,'185,'16,'185903,FRIONA ISD,PARMER,N,N, 
925,185904,H,Rural,43,Rural-Remote,N,'185,'16,'185904,LAZBUDDIE ISD,PARMER,N,N, 
926,186901,H,Rural,43,Rural-Remote,N,'186,'18,'186901,BUENA VISTA ISD,PECOS,N,N, 
927,186902,G,Non-metropolitan Stable,33,Town-Remote,N,'186,'18,'186902,FORT STOCKTON ISD,PECOS,N,N, 
928,186903,H,Rural,43,Rural-Remote,N,'186,'18,'186903,IRAAN-SHEFFIELD COLLEGIATE ISD,PECOS,N,N, 
929,187901,H,Rural,43,Rural-Remote,N,'187,'06,'187901,BIG SANDY ISD,POLK,N,N, 
930,187903,H,Rural,42,Rural-Distant,N,'187,'06,'187903,GOODRICH ISD,POLK,N,N, 
931,187904,H,Rural,43,Rural-Remote,N,'187,'06,'187904,CORRIGAN-CAMDEN ISD,POLK,N,N, 
932,187906,H,Rural,42,Rural-Distant,N,'187,'06,'187906,LEGGETT ISD,POLK,N,N, 
933,187907,E,Independent Town,41,Rural-Fringe,N,'187,'06,'187907,LIVINGSTON ISD,POLK,N,N, 
934,187910,G,Non-metropolitan Stable,32,Town-Distant,N,'187,'06,'187910,ONALASKA ISD,POLK,N,N, 
935,188901,C,Other Central City,12,City-Midsize,N,'188,'16,'188901,AMARILLO ISD,POTTER,N,N, 
936,188902,D,Other Central City Suburban,22,Suburb-Midsize,N,'188,'16,'188902,RIVER ROAD ISD,POTTER,N,N, 
937,188903,H,Rural,41,Rural-Fringe,N,'188,'16,'188903,HIGHLAND PARK ISD,POTTER,N,N, 
938,188904,D,Other Central City Suburban,41,Rural-Fringe,N,'188,'16,'188904,BUSHLAND ISD,POTTER,N,N, 
939,189901,H,Rural,43,Rural-Remote,N,'189,'18,'189901,MARFA ISD,PRESIDIO,N,N, 
940,189902,G,Non-metropolitan Stable,33,Town-Remote,N,'189,'18,'189902,PRESIDIO ISD,PRESIDIO,N,N, 
941,190903,G,Non-metropolitan Stable,42,Rural-Distant,N,'190,'07,'190903,RAINS ISD,RAINS,N,N, 
942,191901,C,Other Central City,12,City-Midsize,N,'191,'16,'191901,CANYON ISD,RANDALL,N,N, 
943,192901,H,Rural,33,Town-Remote,N,'192,'18,'192901,REAGAN COUNTY ISD,REAGAN,N,N, 
944,193801,I,Charter Schools,43,Rural-Remote,Y,'193,'20,'193801,BIG SPRINGS CHARTER SCHOOL,REAL,Y,N, 
945,193902,H,Rural,43,Rural-Remote,N,'193,'20,'193902,LEAKEY ISD,REAL,N,N, 
946,194902,H,Rural,43,Rural-Remote,N,'194,'08,'194902,AVERY ISD,RED RIVER,N,N, 
947,194903,H,Rural,43,Rural-Remote,N,'194,'08,'194903,RIVERCREST ISD,RED RIVER,N,N, 
948,194904,H,Rural,33,Town-Remote,N,'194,'08,'194904,CLARKSVILLE ISD,RED RIVER,N,N, 
949,194905,H,Rural,43,Rural-Remote,N,'194,'08,'194905,DETROIT ISD,RED RIVER,N,N, 
950,195901,G,Non-metropolitan Stable,33,Town-Remote,N,'195,'18,'195901,PECOS-BARSTOW-TOYAH ISD,REEVES,N,N, 
951,195902,H,Rural,43,Rural-Remote,N,'195,'18,'195902,BALMORHEA ISD,REEVES,N,N, 
952,196901,H,Rural,42,Rural-Distant,N,'196,'03,'196901,AUSTWELL-TIVOLI ISD,REFUGIO,N,N, 
953,196902,H,Rural,42,Rural-Distant,N,'196,'03,'196902,WOODSBORO ISD,REFUGIO,N,N, 
954,196903,H,Rural,32,Town-Distant,N,'196,'03,'196903,REFUGIO ISD,REFUGIO,N,N, 
955,197902,H,Rural,43,Rural-Remote,N,'197,'16,'197902,MIAMI ISD,ROBERTS,N,N, 
956,198901,H,Rural,43,Rural-Remote,N,'198,'06,'198901,BREMOND ISD,ROBERTSON,N,N, 
957,198902,H,Rural,42,Rural-Distant,N,'198,'06,'198902,CALVERT ISD,ROBERTSON,N,N, 
958,198903,D,Other Central City Suburban,42,Rural-Distant,N,'198,'06,'198903,FRANKLIN ISD,ROBERTSON,N,N, 
959,198905,H,Rural,32,Town-Distant,N,'198,'06,'198905,HEARNE ISD,ROBERTSON,N,N, 
960,198906,H,Rural,42,Rural-Distant,N,'198,'06,'198906,MUMFORD ISD,ROBERTSON,N,N, 
961,199901,C,Other Central City,21,Suburb-Large,N,'199,'10,'199901,ROCKWALL ISD,ROCKWALL,N,N, 
962,199902,D,Other Central City Suburban,41,Rural-Fringe,N,'199,'10,'199902,ROYSE CITY ISD,ROCKWALL,N,N, 
963,200901,H,Rural,41,Rural-Fringe,N,'200,'15,'200901,BALLINGER ISD,RUNNELS,N,N, 
964,200902,H,Rural,42,Rural-Distant,N,'200,'15,'200902,MILES ISD,RUNNELS,N,N, 
965,200904,H,Rural,32,Town-Distant,N,'200,'15,'200904,WINTERS ISD,RUNNELS,N,N, 
966,200906,H,Rural,42,Rural-Distant,N,'200,'15,'200906,OLFEN ISD,RUNNELS,N,N, 
967,201902,E,Independent Town,32,Town-Distant,N,'201,'07,'201902,HENDERSON ISD,RUSK,N,N, 
968,201903,H,Rural,42,Rural-Distant,N,'201,'07,'201903,LANEVILLE ISD,RUSK,N,N, 
969,201904,H,Rural,42,Rural-Distant,N,'201,'07,'201904,LEVERETTS CHAPEL ISD,RUSK,N,N, 
970,201907,F,Non-metropolitan Fast Growing,43,Rural-Remote,N,'201,'07,'201907,MOUNT ENTERPRISE ISD,RUSK,N,N, 
971,201908,H,Rural,42,Rural-Distant,N,'201,'07,'201908,OVERTON ISD,RUSK,N,N, 
972,201910,D,Other Central City Suburban,42,Rural-Distant,N,'201,'07,'201910,TATUM ISD,RUSK,N,N, 
973,201913,H,Rural,42,Rural-Distant,N,'201,'07,'201913,CARLISLE ISD,RUSK,N,N, 
974,201914,G,Non-metropolitan Stable,42,Rural-Distant,N,'201,'07,'201914,WEST RUSK COUNTY CONSOLIDATED ISD,RUSK,N,N, 
975,202903,H,Rural,43,Rural-Remote,N,'202,'07,'202903,HEMPHILL ISD,SABINE,N,N, 
976,202905,H,Rural,43,Rural-Remote,N,'202,'07,'202905,WEST SABINE ISD,SABINE,N,N, 
977,203901,H,Rural,43,Rural-Remote,N,'203,'07,'203901,SAN AUGUSTINE ISD,SAN AUGUSTINE,N,N, 
978,203902,H,Rural,43,Rural-Remote,N,'203,'07,'203902,BROADDUS ISD,SAN AUGUSTINE,N,N, 
979,204901,D,Other Central City Suburban,42,Rural-Distant,N,'204,'06,'204901,COLDSPRING-OAKHURST CISD,SAN JACINTO,N,N, 
980,204904,D,Other Central City Suburban,42,Rural-Distant,N,'204,'06,'204904,SHEPHERD ISD,SAN JACINTO,N,N, 
981,205901,D,Other Central City Suburban,31,Town-Fringe,N,'205,'02,'205901,ARANSAS PASS ISD,SAN PATRICIO,N,N, 
982,205902,D,Other Central City Suburban,21,Suburb-Large,N,'205,'02,'205902,GREGORY-PORTLAND ISD,SAN PATRICIO,N,N, 
983,205903,D,Other Central City Suburban,31,Town-Fringe,N,'205,'02,'205903,INGLESIDE ISD,SAN PATRICIO,N,N, 
984,205904,G,Non-metropolitan Stable,32,Town-Distant,N,'205,'02,'205904,MATHIS ISD,SAN PATRICIO,N,N, 
985,205905,G,Non-metropolitan Stable,31,Town-Fringe,N,'205,'02,'205905,ODEM-EDROY ISD,SAN PATRICIO,N,N, 
986,205906,G,Non-metropolitan Stable,32,Town-Distant,N,'205,'02,'205906,SINTON ISD,SAN PATRICIO,N,N, 
987,205907,H,Rural,31,Town-Fringe,N,'205,'02,'205907,TAFT ISD,SAN PATRICIO,N,N, 
988,206901,H,Rural,33,Town-Remote,N,'206,'15,'206901,SAN SABA ISD,SAN SABA,N,N, 
989,206902,H,Rural,43,Rural-Remote,N,'206,'15,'206902,RICHLAND SPRINGS ISD,SAN SABA,N,N, 
990,206903,H,Rural,43,Rural-Remote,N,'206,'15,'206903,CHEROKEE ISD,SAN SABA,N,N, 
991,207901,H,Rural,43,Rural-Remote,N,'207,'15,'207901,SCHLEICHER ISD,SCHLEICHER,N,N, 
992,208901,H,Rural,42,Rural-Distant,N,'208,'14,'208901,HERMLEIGH ISD,SCURRY,N,N, 
993,208902,G,Non-metropolitan Stable,33,Town-Remote,N,'208,'14,'208902,SNYDER ISD,SCURRY,N,N, 
994,208903,H,Rural,42,Rural-Distant,N,'208,'14,'208903,IRA ISD,SCURRY,N,N, 
995,209901,H,Rural,43,Rural-Remote,N,'209,'14,'209901,ALBANY ISD,SHACKELFORD,N,N, 
996,209902,H,Rural,43,Rural-Remote,N,'209,'14,'209902,MORAN ISD,SHACKELFORD,N,N, 
997,210901,G,Non-metropolitan Stable,33,Town-Remote,N,'210,'07,'210901,CENTER ISD,SHELBY,N,N, 
998,210902,H,Rural,43,Rural-Remote,N,'210,'07,'210902,JOAQUIN ISD,SHELBY,N,N, 
999,210903,H,Rural,42,Rural-Distant,N,'210,'07,'210903,SHELBYVILLE ISD,SHELBY,N,N, 
1000,210904,H,Rural,42,Rural-Distant,N,'210,'07,'210904,TENAHA ISD,SHELBY,N,N, 
1001,210905,H,Rural,43,Rural-Remote,N,'210,'07,'210905,TIMPSON ISD,SHELBY,N,N, 
1002,210906,H,Rural,43,Rural-Remote,N,'210,'07,'210906,EXCELSIOR ISD,SHELBY,N,N, 
1003,211901,H,Rural,43,Rural-Remote,N,'211,'16,'211901,TEXHOMA ISD,SHERMAN,N,N, 
1004,211902,H,Rural,43,Rural-Remote,N,'211,'16,'211902,STRATFORD ISD,SHERMAN,N,N, 
1005,212801,I,Charter Schools,12,City-Midsize,Y,'212,'07,'212801,CUMBERLAND ACADEMY,SMITH,Y,N, 
1006,212804,I,Charter Schools,12,City-Midsize,Y,'212,'07,'212804,UT TYLER UNIVERSITY ACADEMY,SMITH,Y,N, 
1007,212901,G,Non-metropolitan Stable,42,Rural-Distant,N,'212,'07,'212901,ARP ISD,SMITH,N,N, 
1008,212902,D,Other Central City Suburban,41,Rural-Fringe,N,'212,'07,'212902,BULLARD ISD,SMITH,N,N, 
1009,212903,D,Other Central City Suburban,31,Town-Fringe,N,'212,'07,'212903,LINDALE ISD,SMITH,N,N, 
1010,212904,G,Non-metropolitan Stable,42,Rural-Distant,N,'212,'07,'212904,TROUP ISD,SMITH,N,N, 
1011,212905,C,Other Central City,12,City-Midsize,N,'212,'07,'212905,TYLER ISD,SMITH,N,N, 
1012,212906,D,Other Central City Suburban,22,Suburb-Midsize,N,'212,'07,'212906,WHITEHOUSE ISD,SMITH,N,N, 
1013,212909,D,Other Central City Suburban,41,Rural-Fringe,N,'212,'07,'212909,CHAPEL HILL ISD,SMITH,N,N, 
1014,212910,D,Other Central City Suburban,41,Rural-Fringe,N,'212,'07,'212910,WINONA ISD,SMITH,N,N, 
1015,213801,I,Charter Schools,42,Rural-Distant,Y,'213,'11,'213801,BRAZOS RIVER CHARTER SCHOOL,SOMERVELL,Y,Y, 
1016,213901,G,Non-metropolitan Stable,42,Rural-Distant,N,'213,'11,'213901,GLEN ROSE ISD,SOMERVELL,N,N, 
1017,214901,D,Other Central City Suburban,41,Rural-Fringe,N,'214,'01,'214901,RIO GRANDE CITY GRULLA ISD,STARR,N,N, 
1018,214902,H,Rural,42,Rural-Distant,N,'214,'01,'214902,SAN ISIDRO ISD,STARR,N,N, 
1019,214903,G,Non-metropolitan Stable,41,Rural-Fringe,N,'214,'01,'214903,ROMA ISD,STARR,N,N, 
1020,215901,G,Non-metropolitan Stable,33,Town-Remote,N,'215,'14,'215901,BRECKENRIDGE ISD,STEPHENS,N,N, 
1021,216901,H,Rural,43,Rural-Remote,N,'216,'15,'216901,STERLING CITY ISD,STERLING,N,N, 
1022,217901,H,Rural,43,Rural-Remote,N,'217,'14,'217901,ASPERMONT ISD,STONEWALL,N,N, 
1023,218901,H,Rural,33,Town-Remote,N,'218,'15,'218901,SONORA ISD,SUTTON,N,N, 
1024,219901,H,Rural,42,Rural-Distant,N,'219,'16,'219901,HAPPY ISD,SWISHER,N,N, 
1025,219903,G,Non-metropolitan Stable,33,Town-Remote,N,'219,'16,'219903,TULIA ISD,SWISHER,N,N, 
1026,219905,H,Rural,42,Rural-Distant,N,'219,'16,'219905,KRESS ISD,SWISHER,N,N, 
1027,220801,I,Charter Schools,11,City-Large,Y,'220,'11,'220801,TREETOPS SCHOOL INTERNATIONAL,TARRANT,Y,N, 
1028,220802,I,Charter Schools,21,Suburb-Large,Y,'220,'11,'220802,ARLINGTON CLASSICS ACADEMY,TARRANT,Y,N, 
1029,220809,I,Charter Schools,11,City-Large,Y,'220,'11,'220809,FORT WORTH ACADEMY OF FINE ARTS,TARRANT,Y,N,ASVAB Test not Offered
1030,220810,I,Charter Schools,41,Rural-Fringe,Y,'220,'11,'220810,WESTLAKE ACADEMY CHARTER SCHOOL,TARRANT,Y,N,ASVAB Test not Offered
1031,220811,I,Charter Schools,11,City-Large,Y,'220,'11,'220811,EAST FORT WORTH MONTESSORI ACADEMY,TARRANT,Y,N, 
1032,220814,I,Charter Schools,21,Suburb-Large,Y,'220,'11,'220814,TEXAS SCHOOL OF THE ARTS,TARRANT,Y,N, 
1033,220815,I,Charter Schools,11,City-Large,Y,'220,'11,'220815,CHAPEL HILL ACADEMY,TARRANT,Y,N, 
1034,220817,I,Charter Schools,11,City-Large,Y,'220,'11,'220817,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,TARRANT,Y,N, 
1035,220819,I,Charter Schools,21,Suburb-Large,Y,'220,'11,'220819,HIGH POINT ACADEMY,TARRANT,Y,N,ASVAB Alternative Test Offered
1036,220820,I,Charter Schools,11,City-Large,Y,'220,'11,'220820,ROCKETSHIP PUBLIC SCHOOLS,TARRANT,Y,N, 
1037,220901,A,Major Urban,11,City-Large,N,'220,'11,'220901,ARLINGTON ISD,TARRANT,N,N, 
1038,220902,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220902,BIRDVILLE ISD,TARRANT,N,N, 
1039,220904,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220904,EVERMAN ISD,TARRANT,N,N, 
1040,220905,A,Major Urban,11,City-Large,N,'220,'11,'220905,FORT WORTH ISD,TARRANT,N,N, 
1041,220906,B,Major Suburban,13,City-Small,N,'220,'11,'220906,GRAPEVINE-COLLEYVILLE ISD,TARRANT,N,N, 
1042,220907,B,Major Suburban,11,City-Large,N,'220,'11,'220907,KELLER ISD,TARRANT,N,N, 
1043,220908,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220908,MANSFIELD ISD,TARRANT,N,N, 
1044,220910,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220910,LAKE WORTH ISD,TARRANT,N,N, 
1045,220912,B,Major Suburban,11,City-Large,N,'220,'11,'220912,CROWLEY ISD,TARRANT,N,N, 
1046,220914,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220914,KENNEDALE ISD,TARRANT,N,N, 
1047,220915,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220915,AZLE ISD,TARRANT,N,N, 
1048,220916,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220916,HURST-EULESS-BEDFORD ISD,TARRANT,N,N, 
1049,220917,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220917,CASTLEBERRY ISD,TARRANT,N,N, 
1050,220918,B,Major Suburban,11,City-Large,N,'220,'11,'220918,EAGLE MT-SAGINAW ISD,TARRANT,N,N, 
1051,220919,B,Major Suburban,21,Suburb-Large,N,'220,'11,'220919,CARROLL ISD,TARRANT,N,N, 
1052,220920,B,Major Suburban,41,Rural-Fringe,N,'220,'11,'220920,WHITE SETTLEMENT ISD,TARRANT,N,N, 
1053,221801,I,Charter Schools,21,Suburb-Large,Y,'221,'14,'221801,TEXAS COLLEGE PREPARATORY ACADEMIES,TAYLOR,Y,N,ASVAB Alternative Test Offered
1054,221901,C,Other Central City,12,City-Midsize,N,'221,'14,'221901,ABILENE ISD,TAYLOR,N,N, 
1055,221904,D,Other Central City Suburban,42,Rural-Distant,N,'221,'14,'221904,MERKEL ISD,TAYLOR,N,N, 
1056,221905,H,Rural,42,Rural-Distant,N,'221,'14,'221905,TRENT ISD,TAYLOR,N,N, 
1057,221911,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,'221,'14,'221911,JIM NED CISD,TAYLOR,N,N, 
1058,221912,D,Other Central City Suburban,12,City-Midsize,N,'221,'14,'221912,WYLIE ISD,TAYLOR,N,N, 
1059,222901,H,Rural,43,Rural-Remote,N,'222,'18,'222901,TERRELL COUNTY ISD,TERRELL,N,N, 
1060,223901,G,Non-metropolitan Stable,41,Rural-Fringe,N,'223,'17,'223901,BROWNFIELD ISD,TERRY,N,N, 
1061,223902,H,Rural,42,Rural-Distant,N,'223,'17,'223902,MEADOW ISD,TERRY,N,N, 
1062,223904,H,Rural,42,Rural-Distant,N,'223,'17,'223904,WELLMAN-UNION CISD,TERRY,N,N, 
1063,224901,H,Rural,43,Rural-Remote,N,'224,'09,'224901,THROCKMORTON COLLEGIATE ISD,THROCKMORTON,N,N, 
1064,224902,H,Rural,43,Rural-Remote,N,'224,'09,'224902,WOODSON ISD,THROCKMORTON,N,N, 
1065,225902,E,Independent Town,33,Town-Remote,N,'225,'08,'225902,MOUNT PLEASANT ISD,TITUS,N,N, 
1066,225906,G,Non-metropolitan Stable,42,Rural-Distant,N,'225,'08,'225906,CHAPEL HILL ISD,TITUS,N,N, 
1067,225907,F,Non-metropolitan Fast Growing,41,Rural-Fringe,N,'225,'08,'225907,HARTS BLUFF ISD,TITUS,N,N, 
1068,226801,I,Charter Schools,12,City-Midsize,Y,'226,'15,'226801,TEXAS LEADERSHIP PUBLIC SCHOOLS,TOM GREEN,Y,N, 
1069,226901,H,Rural,42,Rural-Distant,N,'226,'15,'226901,CHRISTOVAL ISD,TOM GREEN,N,N, 
1070,226903,C,Other Central City,13,City-Small,N,'226,'15,'226903,SAN ANGELO ISD,TOM GREEN,N,N, 
1071,226905,H,Rural,42,Rural-Distant,N,'226,'15,'226905,WATER VALLEY ISD,TOM GREEN,N,N, 
1072,226906,D,Other Central City Suburban,42,Rural-Distant,N,'226,'15,'226906,WALL ISD,TOM GREEN,N,N, 
1073,226907,D,Other Central City Suburban,41,Rural-Fringe,N,'226,'15,'226907,GRAPE CREEK ISD,TOM GREEN,N,N, 
1074,226908,H,Rural,42,Rural-Distant,N,'226,'15,'226908,VERIBEST ISD,TOM GREEN,N,N, 
1075,227506,B,Major Suburban,11,City-Large,N,'227,'13,'227506,UNIVERSITY OF TEXAS AT AUSTIN H S,TRAVIS,N,N, 
1076,227803,I,Charter Schools,11,City-Large,Y,'227,'13,'227803,WAYSIDE SCHOOLS,TRAVIS,Y,N, 
1077,227804,I,Charter Schools,11,City-Large,Y,'227,'13,'227804,NYOS CHARTER SCHOOL,TRAVIS,Y,N, 
1078,227805,I,Charter Schools,11,City-Large,Y,'227,'13,'227805,TEXAS EMPOWERMENT ACADEMY,TRAVIS,Y,N, 
1079,227806,I,Charter Schools,11,City-Large,Y,'227,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,TRAVIS,Y,Y, 
1080,227814,I,Charter Schools,21,Suburb-Large,Y,'227,'13,'227814,CHAPARRAL STAR ACADEMY,TRAVIS,Y,N, 
1081,227816,I,Charter Schools,11,City-Large,Y,'227,'13,'227816,HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,TRAVIS,Y,N, 
1082,227817,I,Charter Schools,11,City-Large,Y,'227,'13,'227817,CEDARS INTERNATIONAL ACADEMY,TRAVIS,Y,N,ASVAB Test not Offered
1083,227819,I,Charter Schools,11,City-Large,Y,'227,'13,'227819,UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,TRAVIS,Y,N, 
1084,227820,I,Charter Schools,11,City-Large,Y,'227,'04,'227820,KIPP TEXAS PUBLIC SCHOOLS,TRAVIS,Y,N,ASVAB Alternative Test Offered
1085,227821,I,Charter Schools,11,City-Large,Y,'227,'13,'227821,AUSTIN DISCOVERY SCHOOL,TRAVIS,Y,N, 
1086,227824,I,Charter Schools,11,City-Large,Y,'227,'13,'227824,VALERE PUBLIC SCHOOLS,TRAVIS,Y,N,ASVAB Test not Offered
1087,227825,I,Charter Schools,11,City-Large,Y,'227,'13,'227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,TRAVIS,Y,N, 
1088,227826,I,Charter Schools,11,City-Large,Y,'227,'13,'227826,MONTESSORI FOR ALL,TRAVIS,Y,N, 
1089,227827,I,Charter Schools,11,City-Large,Y,'227,'13,'227827,THE EXCEL CENTER (FOR ADULTS),TRAVIS,Y,Y, 
1090,227829,I,Charter Schools,21,Suburb-Large,Y,'227,'13,'227829,VALOR PUBLIC SCHOOLS,TRAVIS,Y,N,ASVAB Alternative Test Offered
1091,227901,A,Major Urban,11,City-Large,N,'227,'13,'227901,AUSTIN ISD,TRAVIS,N,N, 
1092,227904,B,Major Suburban,21,Suburb-Large,N,'227,'13,'227904,PFLUGERVILLE ISD,TRAVIS,N,N, 
1093,227907,B,Major Suburban,41,Rural-Fringe,N,'227,'13,'227907,MANOR ISD,TRAVIS,N,N, 
1094,227909,B,Major Suburban,21,Suburb-Large,N,'227,'13,'227909,EANES ISD,TRAVIS,N,N, 
1095,227910,B,Major Suburban,41,Rural-Fringe,N,'227,'13,'227910,DEL VALLE ISD,TRAVIS,N,N, 
1096,227912,F,Non-metropolitan Fast Growing,31,Town-Fringe,N,'227,'13,'227912,LAGO VISTA ISD,TRAVIS,N,N, 
1097,227913,B,Major Suburban,21,Suburb-Large,N,'227,'13,'227913,LAKE TRAVIS ISD,TRAVIS,N,N, 
1098,228901,H,Rural,43,Rural-Remote,N,'228,'06,'228901,GROVETON ISD,TRINITY,N,N, 
1099,228903,G,Non-metropolitan Stable,41,Rural-Fringe,N,'228,'06,'228903,TRINITY ISD,TRINITY,N,N, 
1100,228904,H,Rural,43,Rural-Remote,N,'228,'06,'228904,CENTERVILLE ISD,TRINITY,N,N, 
1101,228905,H,Rural,42,Rural-Distant,N,'228,'06,'228905,APPLE SPRINGS ISD,TRINITY,N,N, 
1102,229901,H,Rural,42,Rural-Distant,N,'229,'05,'229901,COLMESNEIL ISD,TYLER,N,N, 
1103,229903,G,Non-metropolitan Stable,33,Town-Remote,N,'229,'05,'229903,WOODVILLE ISD,TYLER,N,N, 
1104,229904,G,Non-metropolitan Stable,42,Rural-Distant,N,'229,'05,'229904,WARREN ISD,TYLER,N,N, 
1105,229905,H,Rural,43,Rural-Remote,N,'229,'05,'229905,SPURGER ISD,TYLER,N,N, 
1106,229906,H,Rural,43,Rural-Remote,N,'229,'05,'229906,CHESTER ISD,TYLER,N,N, 
1107,230901,H,Rural,42,Rural-Distant,N,'230,'07,'230901,BIG SANDY ISD,UPSHUR,N,N, 
1108,230902,D,Other Central City Suburban,41,Rural-Fringe,N,'230,'07,'230902,GILMER ISD,UPSHUR,N,N, 
1109,230903,H,Rural,42,Rural-Distant,N,'230,'07,'230903,ORE CITY ISD,UPSHUR,N,N, 
1110,230904,H,Rural,42,Rural-Distant,N,'230,'07,'230904,UNION HILL ISD,UPSHUR,N,N, 
1111,230905,G,Non-metropolitan Stable,42,Rural-Distant,N,'230,'07,'230905,HARMONY ISD,UPSHUR,N,N, 
1112,230906,D,Other Central City Suburban,42,Rural-Distant,N,'230,'07,'230906,NEW DIANA ISD,UPSHUR,N,N, 
1113,230908,H,Rural,41,Rural-Fringe,N,'230,'07,'230908,UNION GROVE ISD,UPSHUR,N,N, 
1114,231901,H,Rural,43,Rural-Remote,N,'231,'18,'231901,MCCAMEY ISD,UPTON,N,N, 
1115,231902,H,Rural,43,Rural-Remote,N,'231,'18,'231902,RANKIN ISD,UPTON,N,N, 
1116,232901,H,Rural,42,Rural-Distant,N,'232,'20,'232901,KNIPPA ISD,UVALDE,N,N, 
1117,232902,H,Rural,43,Rural-Remote,N,'232,'20,'232902,SABINAL ISD,UVALDE,N,N, 
1118,232903,G,Non-metropolitan Stable,33,Town-Remote,N,'232,'20,'232903,UVALDE CISD,UVALDE,N,N, 
1119,232904,H,Rural,43,Rural-Remote,N,'232,'20,'232904,UTOPIA ISD,UVALDE,N,N, 
1120,233901,E,Independent Town,33,Town-Remote,N,'233,'15,'233901,SAN FELIPE-DEL RIO CISD,VAL VERDE,N,N,ASVAB Alternative Test Offered
1121,233903,H,Rural,43,Rural-Remote,N,'233,'15,'233903,COMSTOCK ISD,VAL VERDE,N,N, 
1122,234801,I,Charter Schools,42,Rural-Distant,Y,'234,'07,'234801,RANCH ACADEMY,VAN ZANDT,Y,Y,ASVAB Test not Offered
1123,234902,E,Independent Town,32,Town-Distant,N,'234,'10,'234902,CANTON ISD,VAN ZANDT,N,N, 
1124,234903,G,Non-metropolitan Stable,42,Rural-Distant,N,'234,'07,'234903,EDGEWOOD ISD,VAN ZANDT,N,N, 
1125,234904,G,Non-metropolitan Stable,32,Town-Distant,N,'234,'07,'234904,GRAND SALINE ISD,VAN ZANDT,N,N, 
